Customer_id,Timestamp,Price
C037,2025-01-01 00:00:00,436.71
C049,2025-01-01 00:30:00,274.7
C017,2025-01-01 01:00:00,380.42
C049,2025-01-01 01:30:00,378.28
C002,2025-01-01 02:00:00,13.88
C002,2025-01-01 02:30:00,67.5
C028,2025-01-01 03:00:00,331.52
C023,2025-01-01 03:30:00,85.0
C037,2025-01-01 04:00:00,131.47
C032,2025-01-01 04:30:00,473.59
C033,2025-01-01 05:00:00,282.29
C001,2025-01-01 05:30:00,376.61
C019,2025-01-01 06:00:00,281.2
C002,2025-01-01 06:30:00,278.49
C044,2025-01-01 07:00:00,51.61
C026,2025-01-01 07:30:00,175.11
C032,2025-01-01 08:00:00,144.8
C006,2025-01-01 08:30:00,198.41
C032,2025-01-01 09:00:00,400.18
C004,2025-01-01 09:30:00,189.11
C011,2025-01-01 10:00:00,228.59
C017,2025-01-01 10:30:00,201.7
C038,2025-01-01 11:00:00,51.24
C024,2025-01-01 11:30:00,223.33
C005,2025-01-01 12:00:00,101.83
C034,2025-01-01 12:30:00,97.43
C006,2025-01-01 13:00:00,51.55
C022,2025-01-01 13:30:00,181.55
C011,2025-01-01 14:00:00,379.95
C048,2025-01-01 14:30:00,141.84
C016,2025-01-01 15:00:00,159.61
C033,2025-01-01 15:30:00,323.12
C009,2025-01-01 16:00:00,101.94
C006,2025-01-01 16:30:00,448.99
C016,2025-01-01 17:00:00,262.49
C029,2025-01-01 17:30:00,226.56
C003,2025-01-01 18:00:00,281.12
C020,2025-01-01 18:30:00,87.19
C036,2025-01-01 19:00:00,308.67
C019,2025-01-01 19:30:00,184.73
C026,2025-01-01 20:00:00,449.11
C003,2025-01-01 20:30:00,88.58
C019,2025-01-01 21:00:00,255.99
C020,2025-01-01 21:30:00,301.07
C032,2025-01-01 22:00:00,21.52
C007,2025-01-01 22:30:00,185.03
C041,2025-01-01 23:00:00,367.65
C033,2025-01-01 23:30:00,411.09
C040,2025-01-02 00:00:00,160.02
C039,2025-01-02 00:30:00,400.3
C018,2025-01-02 01:00:00,484.04
C040,2025-01-02 01:30:00,429.15
C001,2025-01-02 02:00:00,63.23
C011,2025-01-02 02:30:00,371.17
C028,2025-01-02 03:00:00,163.24
C025,2025-01-02 03:30:00,494.27
C050,2025-01-02 04:00:00,245.25
C023,2025-01-02 04:30:00,65.6
C031,2025-01-02 05:00:00,363.97
C030,2025-01-02 05:30:00,164.89
C042,2025-01-02 06:00:00,498.55
C035,2025-01-02 06:30:00,489.99
C007,2025-01-02 07:00:00,329.79
C016,2025-01-02 07:30:00,69.26
C026,2025-01-02 08:00:00,345.0
C048,2025-01-02 08:30:00,51.05
C049,2025-01-02 09:00:00,19.54
C002,2025-01-02 09:30:00,412.36
C001,2025-01-02 10:00:00,108.83
C048,2025-01-02 10:30:00,192.62
C012,2025-01-02 11:00:00,486.86
C005,2025-01-02 11:30:00,171.74
C037,2025-01-02 12:00:00,151.76
C032,2025-01-02 12:30:00,459.51
C009,2025-01-02 13:00:00,59.82
C041,2025-01-02 13:30:00,380.99
C035,2025-01-02 14:00:00,494.09
C019,2025-01-02 14:30:00,451.14
C048,2025-01-02 15:00:00,327.58
C016,2025-01-02 15:30:00,160.46
C003,2025-01-02 16:00:00,130.89
C020,2025-01-02 16:30:00,410.53
C024,2025-01-02 17:00:00,440.51
C033,2025-01-02 17:30:00,265.09
C024,2025-01-02 18:00:00,125.95
C011,2025-01-02 18:30:00,60.91
C049,2025-01-02 19:00:00,48.15
C008,2025-01-02 19:30:00,360.94
C036,2025-01-02 20:00:00,212.96
C038,2025-01-02 20:30:00,453.15
C040,2025-01-02 21:00:00,371.14
C020,2025-01-02 21:30:00,99.67
C035,2025-01-02 22:00:00,308.82
C048,2025-01-02 22:30:00,220.58
C025,2025-01-02 23:00:00,290.74
C035,2025-01-02 23:30:00,370.34
C025,2025-01-03 00:00:00,404.07
C029,2025-01-03 00:30:00,422.65
C018,2025-01-03 01:00:00,130.72
C046,2025-01-03 01:30:00,20.4
C018,2025-01-03 02:00:00,370.95
C002,2025-01-03 02:30:00,57.64
C035,2025-01-03 03:00:00,160.89
C016,2025-01-03 03:30:00,6.89
C041,2025-01-03 04:00:00,342.43
C036,2025-01-03 04:30:00,87.73
C033,2025-01-03 05:00:00,329.36
C004,2025-01-03 05:30:00,495.91
C033,2025-01-03 06:00:00,40.97
C014,2025-01-03 06:30:00,43.15
C021,2025-01-03 07:00:00,173.49
C048,2025-01-03 07:30:00,433.86
C020,2025-01-03 08:00:00,111.69
C008,2025-01-03 08:30:00,183.39
C007,2025-01-03 09:00:00,38.91
C003,2025-01-03 09:30:00,382.76
C017,2025-01-03 10:00:00,207.11
C033,2025-01-03 10:30:00,380.83
C048,2025-01-03 11:00:00,452.29
C012,2025-01-03 11:30:00,120.22
C022,2025-01-03 12:00:00,404.66
C022,2025-01-03 12:30:00,34.25
C046,2025-01-03 13:00:00,449.93
C030,2025-01-03 13:30:00,327.13
C038,2025-01-03 14:00:00,437.74
C038,2025-01-03 14:30:00,5.09
C045,2025-01-03 15:00:00,88.7
C008,2025-01-03 15:30:00,197.93
C027,2025-01-03 16:00:00,192.85
C027,2025-01-03 16:30:00,117.23
C034,2025-01-03 17:00:00,193.9
C021,2025-01-03 17:30:00,68.78
C030,2025-01-03 18:00:00,209.32
C033,2025-01-03 18:30:00,402.17
C028,2025-01-03 19:00:00,242.14
C047,2025-01-03 19:30:00,13.91
C033,2025-01-03 20:00:00,213.61
C005,2025-01-03 20:30:00,18.45
C048,2025-01-03 21:00:00,483.29
C019,2025-01-03 21:30:00,68.09
C004,2025-01-03 22:00:00,355.31
C035,2025-01-03 22:30:00,486.52
C049,2025-01-03 23:00:00,413.89
C017,2025-01-03 23:30:00,351.16
C044,2025-01-04 00:00:00,420.53
C028,2025-01-04 00:30:00,490.99
C030,2025-01-04 01:00:00,312.57
C029,2025-01-04 01:30:00,281.8
C046,2025-01-04 02:00:00,315.98
C006,2025-01-04 02:30:00,268.67
C035,2025-01-04 03:00:00,319.37
C041,2025-01-04 03:30:00,227.67
C037,2025-01-04 04:00:00,113.13
C024,2025-01-04 04:30:00,64.52
C029,2025-01-04 05:00:00,38.83
C049,2025-01-04 05:30:00,135.34
C046,2025-01-04 06:00:00,27.83
C031,2025-01-04 06:30:00,285.75
C035,2025-01-04 07:00:00,145.5
C033,2025-01-04 07:30:00,413.14
C021,2025-01-04 08:00:00,41.75
C032,2025-01-04 08:30:00,117.04
C023,2025-01-04 09:00:00,366.47
C033,2025-01-04 09:30:00,301.41
C003,2025-01-04 10:00:00,36.92
C018,2025-01-04 10:30:00,439.23
C025,2025-01-04 11:00:00,439.24
C042,2025-01-04 11:30:00,168.55
C031,2025-01-04 12:00:00,173.5
C003,2025-01-04 12:30:00,494.57
C040,2025-01-04 13:00:00,314.96
C046,2025-01-04 13:30:00,268.0
C024,2025-01-04 14:00:00,419.89
C050,2025-01-04 14:30:00,146.22
C032,2025-01-04 15:00:00,217.45
C047,2025-01-04 15:30:00,137.55
C022,2025-01-04 16:00:00,395.63
C023,2025-01-04 16:30:00,288.81
C002,2025-01-04 17:00:00,331.12
C027,2025-01-04 17:30:00,129.89
C042,2025-01-04 18:00:00,114.01
C002,2025-01-04 18:30:00,246.75
C026,2025-01-04 19:00:00,370.1
C017,2025-01-04 19:30:00,264.99
C040,2025-01-04 20:00:00,21.16
C033,2025-01-04 20:30:00,434.93
C009,2025-01-04 21:00:00,37.02
C043,2025-01-04 21:30:00,478.13
C048,2025-01-04 22:00:00,17.45
C039,2025-01-04 22:30:00,348.75
C029,2025-01-04 23:00:00,45.69
C042,2025-01-04 23:30:00,455.78
C026,2025-01-05 00:00:00,234.89
C035,2025-01-05 00:30:00,73.07
C050,2025-01-05 01:00:00,173.7
C025,2025-01-05 01:30:00,86.59
C024,2025-01-05 02:00:00,89.44
C013,2025-01-05 02:30:00,474.31
C007,2025-01-05 03:00:00,225.4
C036,2025-01-05 03:30:00,395.46
C045,2025-01-05 04:00:00,321.6
C020,2025-01-05 04:30:00,339.83
C001,2025-01-05 05:00:00,70.19
C008,2025-01-05 05:30:00,120.92
C046,2025-01-05 06:00:00,394.44
C016,2025-01-05 06:30:00,485.53
C014,2025-01-05 07:00:00,135.02
C012,2025-01-05 07:30:00,139.43
C023,2025-01-05 08:00:00,239.08
C015,2025-01-05 08:30:00,492.0
C028,2025-01-05 09:00:00,138.13
C034,2025-01-05 09:30:00,206.45
C002,2025-01-05 10:00:00,446.28
C032,2025-01-05 10:30:00,6.45
C023,2025-01-05 11:00:00,24.68
C022,2025-01-05 11:30:00,304.02
C025,2025-01-05 12:00:00,454.15
C022,2025-01-05 12:30:00,123.23
C022,2025-01-05 13:00:00,237.47
C049,2025-01-05 13:30:00,227.98
C042,2025-01-05 14:00:00,239.12
C006,2025-01-05 14:30:00,313.15
C015,2025-01-05 15:00:00,237.52
C043,2025-01-05 15:30:00,226.5
C037,2025-01-05 16:00:00,239.77
C033,2025-01-05 16:30:00,297.48
C008,2025-01-05 17:00:00,270.82
C044,2025-01-05 17:30:00,427.8
C044,2025-01-05 18:00:00,29.5
C005,2025-01-05 18:30:00,417.49
C039,2025-01-05 19:00:00,422.74
C004,2025-01-05 19:30:00,146.03
C006,2025-01-05 20:00:00,234.11
C045,2025-01-05 20:30:00,222.08
C032,2025-01-05 21:00:00,113.16
C030,2025-01-05 21:30:00,201.41
C047,2025-01-05 22:00:00,26.97
C035,2025-01-05 22:30:00,142.52
C040,2025-01-05 23:00:00,409.26
C016,2025-01-05 23:30:00,145.86
C013,2025-01-06 00:00:00,410.01
C050,2025-01-06 00:30:00,268.14
C042,2025-01-06 01:00:00,440.53
C030,2025-01-06 01:30:00,289.52
C019,2025-01-06 02:00:00,19.69
C017,2025-01-06 02:30:00,339.33
